id,satisfied,evaluation,projects,work_hours,total_time_spent,had_accident,still_working,got_promoted,department,salary_range
4588,0.83,0.52,"Raid Dorms Cook,Penalizing System,  AiFest23  ",167,2,1,0,0,IT,low
4589,0.52,0.58,"Smurfs  ,SecCamp ,  AiFest23  ,AiFest23",134,3,0,0,0,technical,low
4590,0.11,0.91,"Smurfs,  Penalizing System,  Drug Design  ,Raid Dorms Cook,WebCamp,Smurfs  ",279,4,0,1,0,sales,low
4591,0.94,0.62,"  Penalizing System, SecCamp ,  AiFest23  ",147,3,0,0,0,product_mng,low
4592,0.82,0.37,"Penalizing System,  Drug Design  ",280,3,0,0,0,accounting,medium
4593,,0.7,"Penalizing System,  Drug Design  ,Drug Design,Smurfs, SecCamp ",140,4,0,0,0,support,medium
4594,0.4,0.52,"AiFest23,WebCamp",147,3,0,1,0,product_mng,medium
4595,0.88,0.58,"SecCamp ,Smurfs  ",123,4,0,0,0,sales,low
4596,0.59,0.65,"  AiFest23  ,Penalizing System,WebCamp,Raid Dorms Cook,Drug Design",265,3,0,0,0,IT,medium
4597,0.76,0.72,"  Drug Design  ,SecCamp ,Raid Dorms Cook",263,3,0,0,0,product_mng,medium
4598,0.34,0.42,"AiFest23,SecCamp ,Raid Dorms Cook,Smurfs,  AiFest23  ,Penalizing System",287,5,1,0,0,IT,low
4599,0.74,0.62,"AiFest23,Penalizing System,Farmy,Smurfs  ",236,4,0,0,0,sales,low
4600,0.6,0.91,"Penalizing System,  Penalizing System,  Drug Design  ,Salah lFrog",185,3,1,0,0,product_mng,low
4601,0.85,0.64,"  Drug Design  ,WebCamp,  Penalizing System,SecCamp ,Raid Dorms Cook",256,7,0,0,0,product_mng,low
4602,0.57,0.78,"SecCamp ,  AiFest23  ,  Drug Design  ",109,3,1,0,0,sales,low
4603,0.73,0.88,"SecCamp ,Smurfs  ,  AiFest23  ,Farmy,AiFest23",204,5,0,0,0,sales,low
4604,,0.49,"  Drug Design  ,SecCamp ,AiFest23,Penalizing System, SecCamp ",163,3,0,0,0,sales,low
4605,0.89,0.95,"Penalizing System,AiFest23,  Drug Design  ,Raid Dorms Cook",275,5,0,1,0,technical,medium
4606,0.37,0.45,"Smurfs  ,Drug Design",126,3,0,1,0,support,medium
4607,0.38,0.6,"WebCamp,  Penalizing System, SecCamp ,  Drug Design  ,Salah lFrog",145,5,0,0,0,hr,medium
4608,0.65,0.6,"SecCamp ,Smurfs,Raid Dorms Cook",218,4,0,0,0,RandD,medium
4609,0.97,0.94,"Salah lFrog,  Penalizing System,Smurfs  ",202,2,0,0,0,sales,medium
4610,0.37,0.5,"Farmy,Penalizing System",141,3,0,1,0,sales,low
4611,0.71,0.89,"Smurfs  ,SecCamp ,AiFest23",244,4,0,0,0,RandD,medium
4612,0.8,0.55,"WebCamp,Salah lFrog,Farmy,  Drug Design  ",144,5,1,0,0,product_mng,high
4613,0.65,0.94,"Drug Design,Penalizing System,AiFest23,Smurfs  ",174,3,0,0,0,sales,medium
4614,0.4,0.46,"Smurfs,WebCamp",109,3,0,0,0,IT,low
4615,0.56,0.97,"Penalizing System,Farmy,WebCamp",270,3,1,0,0,technical,medium
4616,0..94,0.69,"Drug Design, SecCamp ",198,3,0,0,0,technical,low
4617,0.4,0.89," SecCamp ,Smurfs  ",165,3,0,0,0,IT,medium
4618,0.41,0.54,"Salah lFrog,Farmy",153,3,1,1,0,sales,low
4619,0.33,0.61,"Smurfs  ,AiFest23",163,3,0,0,0,technical,medium
4620,1.2619293255977266,0.46,"  Penalizing System,SecCamp ",143,3,0,1,0,RandD,low
4621,0.11,0.89," SecCamp ,Penalizing System,Salah lFrog,Drug Design,Smurfs  ,Raid Dorms Cook",293,4,0,1,0,support,low
4622,0.71,0.48,"AiFest23,SecCamp ,Salah lFrog,  Drug Design  ,  Penalizing System",114,3,0,0,0,management,low
4623,0.69,0.75,"Salah lFrog,Smurfs,Drug Design",204,3,0,0,0,sales,low
4624,,1.0,"  AiFest23  , SecCamp ,Smurfs  ,Smurfs,Salah lFrog",210,3,0,0,0,sales,medium
4625,0.64,0.5,"SecCamp ,Penalizing System,  Penalizing System",238,4,0,0,0,technical,low
4626,,0.88,"Smurfs,Penalizing System,Smurfs  ",198,4,1,0,0,technical,medium
4627,0.53,0.7,"Farmy, SecCamp ,  Penalizing System,WebCamp",155,5,1,0,0,support,low
4628,0.98,0.98,"Smurfs,Penalizing System,SecCamp ,Drug Design",170,10,0,0,0,IT,medium
4629,0.75,0.71,"Smurfs,Penalizing System,SecCamp , SecCamp ",155,4,0,0,0,technical,low
4630,0.09,0.9,"Penalizing System,Raid Dorms Cook,  Drug Design  ,Drug Design,Smurfs  ,Salah lFrog,Farmy",296,4,0,1,0,technical,medium
4631,0.78,0.87,"  Drug Design  ,Smurfs,Drug Design,  AiFest23  ",236,5,0,1,0,sales,medium
4632,0.89,0.86," SecCamp ,Salah lFrog,Farmy,AiFest23,  AiFest23  ",275,5,0,1,0,sales,low
4633,0.52,0.41,"WebCamp, SecCamp ,Penalizing System",283,3,0,0,0,IT,low
4634,1.0,0.71,"WebCamp,Penalizing System,  Penalizing System,  Drug Design  ,Smurfs  ",186,2,0,0,0,technical,low
4635,0.37,0.47,"  Penalizing System,Raid Dorms Cook",152,3,0,1,0,product_mng,low
4636,0.84,0.61,"Drug Design,Penalizing System,Farmy,  AiFest23  ",261,2,0,0,0,accounting,high
4637,0.39,0.87," SecCamp ,SecCamp ,  Drug Design  ,  AiFest23  ,Raid Dorms Cook",257,5,1,0,0,IT,medium
4638,,0.77,"SecCamp ,Raid Dorms Cook,Smurfs,WebCamp",185,3,0,0,0,RandD,medium
4639,,0.98,"Smurfs,  Drug Design  ,  Penalizing System,  AiFest23  ",259,5,0,1,0,support,medium
4640,0.37,0.45,"Farmy,  Penalizing System",151,3,0,1,0,support,low
4641,0.11,0.94,"Salah lFrog,  Penalizing System,Farmy,Drug Design,AiFest23, SecCamp ,WebCamp",302,4,0,1,0,sales,medium
4642,0.81,0.84," SecCamp ,Raid Dorms Cook,Smurfs,AiFest23",173,4,0,0,0,sales,medium
4643,0.1,0.79,"  AiFest23  ,WebCamp,Farmy,SecCamp ,Drug Design,Raid Dorms Cook",274,4,0,1,0,sales,low
4644,0.83,0.54,"Farmy,AiFest23,  AiFest23  , SecCamp ",189,4,0,0,0,RandD,low
4645,,0.79,"Farmy, SecCamp ,WebCamp,Penalizing System,SecCamp ,  AiFest23  ",292,4,0,1,1,technical,low
4646,0.18,0.85,"SecCamp ,Drug Design,Smurfs,WebCamp,Farmy",192,3,0,0,0,product_mng,high
4647,0.81,0.92,"  AiFest23  ,SecCamp ,Raid Dorms Cook,AiFest23,  Penalizing System",255,4,1,0,0,technical,low
4648,0................22,0.98," SecCamp ,Drug Design,Farmy,Smurfs  ",185,3,0,0,0,support,low
4649,0.09,0.91,"  Penalizing System,Farmy,AiFest23,WebCamp,Salah lFrog,SecCamp ",248,4,0,1,0,sales,low
4650,0.95,0.96,"  Penalizing System,AiFest23,Smurfs",220,3,0,0,0,RandD,low
4651,0.15,0.91,"SecCamp ,Drug Design,Penalizing System,Smurfs,Farmy",230,3,0,0,0,support,medium
4652,0.89,0.66,"Farmy,Raid Dorms Cook,Smurfs  ",272,3,0,0,0,RandD,medium
4653,0.37,0.86,"AiFest23,  AiFest23  ,Smurfs,Drug Design,Penalizing System,  Penalizing System",260,3,0,0,0,technical,medium
4654,0.43,0.57,"Drug Design,  AiFest23  ",129,3,0,1,0,sales,medium
4655,0.89,0.49,"  AiFest23  ,  Drug Design  ,Farmy,AiFest23",275,3,0,0,0,management,medium
4656,0.75,0.89,"Smurfs,  AiFest23  ,  Penalizing System,Drug Design,AiFest23",154,4,0,0,0,hr,low
4657,0.8,0.73,"  Drug Design  ,Smurfs,Farmy",168,2,0,0,0,IT,low
4658,0.42,0.57,"Drug Design,Penalizing System",154,3,1,1,0,marketing,medium
4659,0.2,0.87,"Salah lFrog,Farmy,SecCamp ",140,6,1,0,0,hr,low
4660,0.66,0.76,"  AiFest23  ,Drug Design,Penalizing System",155,4,1,0,0,product_mng,low
4661,0.59,0.56,"Farmy,WebCamp,Penalizing System,Raid Dorms Cook",250,2,0,0,0,accounting,medium
4662,0.39,0.49,"Farmy,Penalizing System",146,3,0,1,0,sales,medium
4663,0.84,0.88,"Raid Dorms Cook,  AiFest23  ,AiFest23,SecCamp ,  Drug Design  ",237,5,0,1,0,technical,low
4664,0.94,0.98,"  AiFest23  ,AiFest23,Salah lFrog,  Drug Design  ",197,3,0,0,0,sales,medium
4665,0.11,0.89,"AiFest23,  Penalizing System, SecCamp ,Smurfs  ,WebCamp,SecCamp ",306,4,0,1,0,technical,low
4666,0.6,0.89,"  Penalizing System,AiFest23,Salah lFrog",232,2,0,0,0,support,low
4667,0.35,0.6,"Farmy,SecCamp ,AiFest23,Salah lFrog,Smurfs",239,5,0,0,0,support,medium
4668,0.9,0.92,"Smurfs  , SecCamp ,  Drug Design  ,Smurfs,Drug Design",154,4,0,1,0,sales,low
4669,0.42,0.75," SecCamp ,Drug Design,WebCamp",218,4,0,1,0,management,medium
4670,0.11,0.84,"Smurfs,WebCamp, SecCamp ,Raid Dorms Cook,  Penalizing System,AiFest23",298,4,0,1,0,sales,low
4671,0.73,0.54," SecCamp ,WebCamp,  Penalizing System",283,6,0,0,0,accounting,medium
4672,0.14,0.75," SecCamp ,AiFest23,Smurfs  ,  AiFest23  ",277,5,1,1,0,sales,medium
4673,,0.46,"Penalizing System,Salah lFrog,Raid Dorms Cook",179,2,1,0,0,sales,low
4674,0.77,0.75," SecCamp ,SecCamp ,  AiFest23  ,Raid Dorms Cook",191,3,0,0,0,IT,medium
4675,0.82,0.8,"Penalizing System,  AiFest23  ,Farmy,Smurfs  ,  Penalizing System",205,3,0,0,0,IT,low
4676,0.09,0.89,"  AiFest23  ,Raid Dorms Cook,SecCamp ,AiFest23,WebCamp,  Penalizing System",276,4,0,1,0,technical,low
4677,0.64,0.8,"SecCamp ,Raid Dorms Cook,  Penalizing System",199,3,0,0,0,support,low
4678,0.1,0.97,"SecCamp ,Penalizing System,WebCamp,  AiFest23  ,Drug Design,  Drug Design  ",247,4,0,1,0,management,medium
4679,0.76,0.93,"Smurfs  ,  Drug Design  ,Penalizing System,  Penalizing System",187,4,0,0,0,marketing,low
4680,0.19,1.0,"Farmy,Smurfs  ,  Drug Design  ,Salah lFrog",188,4,1,0,0,marketing,medium
4681,0.51,0.95,"Drug Design,  AiFest23  ,Raid Dorms Cook,Farmy",201,3,0,0,0,technical,medium
4682,0.81,0.67,"Farmy,WebCamp,Salah lFrog,Raid Dorms Cook",216,3,0,0,0,IT,low
4683,0.57,0.56,"AiFest23,Drug Design,WebCamp",224,2,0,0,0,sales,high
4684,0.71,0.64,"Smurfs  ,  AiFest23  ,SecCamp ",267,3,0,0,0,technical,low
4685,,0.98,"Raid Dorms Cook,Smurfs  ,Drug Design,Salah lFrog",170,10,0,0,0,IT,medium
4686,0.95,0.48," SecCamp ,Smurfs  ,Farmy,Drug Design",228,2,0,0,0,sales,medium
4687,0.77,0.96,"  AiFest23  ,Smurfs  ,WebCamp",232,2,1,0,0,RandD,low
4688,0.5,0.71,"Smurfs,Smurfs  ,  Drug Design  ,Penalizing System,WebCamp",171,4,0,0,0,support,low
4689,0.9,0.62,"Drug Design,AiFest23,Salah lFrog,Raid Dorms Cook",258,3,0,0,0,technical,medium
4690,0.61,0.71,"Farmy,  Drug Design  ,SecCamp ,Drug Design",243,3,1,0,0,technical,low
4691,,0.53," SecCamp ,  AiFest23  ,Drug Design,AiFest23,Penalizing System",272,5,0,0,0,product_mng,low
4692,0.96,0.9,"Salah lFrog,AiFest23,Smurfs,Smurfs  ,Farmy",198,2,0,0,0,sales,medium
4693,0.9,0.95,"Salah lFrog,Raid Dorms Cook,AiFest23",133,4,0,0,0,technical,medium
4694,0.6,0.95,"Smurfs  ,Smurfs,AiFest23",221,3,0,0,0,sales,low
4695,0.66,0.62,"  Drug Design  ,Raid Dorms Cook,Farmy,  AiFest23  ",241,3,0,0,0,sales,medium
4696,0.6,0.73,"Smurfs  ,SecCamp ,  AiFest23  ,Drug Design,  Drug Design  ",203,2,0,0,0,IT,medium
4697,0.79,0.93,"Smurfs  ,Smurfs,AiFest23,Penalizing System,  Penalizing System",269,5,0,1,0,accounting,low
4698,0.89,0.81,"Drug Design,Raid Dorms Cook,AiFest23, SecCamp ",228,4,0,0,0,IT,high
4699,0.97,0.58,"  Penalizing System,Smurfs,Farmy,WebCamp",159,3,0,0,0,technical,low
4700,0.53,0.57,"SecCamp ,  AiFest23  ,Smurfs  ,WebCamp,Drug Design",141,3,1,0,0,technical,high
4701,0.15,0.95,"Salah lFrog,  Penalizing System,AiFest23,Farmy",251,5,0,0,0,support,high
4702,0.41,0.48,"Smurfs  ,Farmy",130,3,0,1,0,support,high
4703,0.39,0.5,"Smurfs  ,Penalizing System",136,3,0,1,0,management,low
4704,0.81,0.73,"Smurfs  ,Farmy,AiFest23,Penalizing System",258,2,0,0,0,technical,low
4705,1.3108195561602516,0.74,"Salah lFrog, SecCamp ,SecCamp ,Smurfs",263,2,1,0,0,technical,medium
4706,0.5,0.95,"Penalizing System,  Drug Design  ,Drug Design,Smurfs  ,  Penalizing System",137,3,0,0,0,sales,medium
4707,0.69,0.76," SecCamp ,Raid Dorms Cook,  AiFest23  ,Penalizing System,WebCamp",222,3,1,0,0,sales,low
4708,0.41,0.56,"Salah lFrog,Raid Dorms Cook",143,3,0,1,0,technical,medium
4709,0.88,0.51,"Drug Design,AiFest23,Salah lFrog",211,7,0,0,0,sales,medium
4710,0.74,0.86,"Smurfs,AiFest23,SecCamp ,Smurfs  ",221,2,1,0,0,accounting,low
4711,0.96,0.51,"Salah lFrog,  AiFest23  ,Smurfs,Farmy",225,3,0,0,0,marketing,medium
4712,0.83,0.76,"Smurfs  ,AiFest23",255,7,0,0,0,sales,low
4713,0..68,0.94,"Farmy,Salah lFrog,  AiFest23  ",264,2,0,0,0,technical,low
4714,0.57,0.78,"  Penalizing System,Raid Dorms Cook,WebCamp",134,3,0,0,0,RandD,medium
4715,0.09,0.62,"AiFest23,  Drug Design  ,SecCamp ,Smurfs  ,Farmy,Smurfs",294,4,0,1,0,accounting,low
4716,0..41,0.46," SecCamp ,Salah lFrog",150,3,1,1,0,hr,low
4717,0.76,0.92,"Raid Dorms Cook,AiFest23,Smurfs, SecCamp ",246,5,0,1,0,sales,low
4718,0.68,0.54,"AiFest23, SecCamp ,Farmy",251,2,0,0,0,RandD,medium
4719,0.84,0.78,"Drug Design,SecCamp ,Smurfs  ",221,3,1,0,0,technical,medium
4720,0..76,0.72,"Smurfs  , SecCamp ,Penalizing System",263,3,0,0,0,product_mng,medium
4721,,0.92,"Raid Dorms Cook,Salah lFrog, SecCamp ,AiFest23",271,5,0,1,0,IT,medium
4722,0.62,0.77,"Drug Design,AiFest23,  Drug Design  ,  AiFest23  ",256,3,0,0,0,accounting,high
4723,0.72,0.64,"Salah lFrog,Smurfs  ,  Drug Design  ,Farmy",192,3,0,0,0,sales,medium
4724,0.59,0.55,"Farmy,  Drug Design  ,Salah lFrog",183,4,0,0,0,marketing,low
4725,,0.7,"Smurfs,  AiFest23  , SecCamp ,AiFest23",267,3,1,0,0,technical,low
4726,0.64,0.94,"Salah lFrog,AiFest23,WebCamp",148,2,0,0,0,product_mng,medium
4727,0.8,0.9,"SecCamp ,Penalizing System,Farmy,Drug Design",211,8,0,0,0,accounting,medium
4728,0.11,0.79,"Smurfs,SecCamp ,  Penalizing System,  Drug Design  ,Penalizing System,Farmy,AiFest23",306,4,0,1,0,product_mng,medium
4729,0.95,0.66,"Farmy,Smurfs  , SecCamp ,  AiFest23  ",183,3,0,0,0,technical,low
4730,0.52,0.51,"SecCamp ,Salah lFrog",232,4,0,0,0,technical,high
4731,0.98,0.72,"Salah lFrog,Farmy,  Penalizing System",262,4,0,0,0,hr,low
4732,0.46,0.63,"  AiFest23  ,Penalizing System",177,6,0,0,0,RandD,medium
4733,0.77,0.97,"Drug Design,AiFest23,Raid Dorms Cook",184,3,1,0,0,marketing,medium
4734,0.85,0.95,"Raid Dorms Cook,Smurfs,  AiFest23  ,AiFest23,  Drug Design  ",236,5,0,1,0,hr,low
4735,0.45,0.46,"SecCamp ,  Penalizing System",128,3,0,1,0,sales,low
4736,0.77,0.73,"Raid Dorms Cook,Farmy,SecCamp ,  Drug Design  ,AiFest23",263,2,0,0,0,accounting,high
4737,0.4,0.53,"AiFest23,Raid Dorms Cook",151,3,0,1,0,IT,low
4738,0.82,0.82,"Drug Design,  AiFest23  ,SecCamp ,WebCamp,Smurfs",220,6,0,1,0,sales,medium
4739,0.36,0.82,"Penalizing System,  AiFest23  ,SecCamp ,Drug Design",218,5,0,0,0,RandD,low
4740,0.64,0.5,"Penalizing System, SecCamp ,Salah lFrog",146,3,0,0,0,technical,low
4741,0.88,0.72,"Salah lFrog,Drug Design,AiFest23,WebCamp,SecCamp ",181,4,0,0,0,technical,low
4742,0.09,0.95,"Smurfs,  AiFest23  ,Smurfs  ,Penalizing System,WebCamp,  Drug Design  ",292,4,0,1,0,sales,medium
4743,0.86,1.0,"WebCamp,Penalizing System,AiFest23,  Drug Design  ,  AiFest23  ",257,5,0,1,0,technical,medium
4744,0.14,0.99,"SecCamp ,  Penalizing System, SecCamp ",257,4,1,0,0,sales,low
4745,0.48,0.71,"WebCamp,Salah lFrog",162,3,1,0,0,sales,high
4746,0.61,0.72,"  Penalizing System, SecCamp ,Smurfs  ",144,2,0,0,0,support,low
4747,0.67,0.52," SecCamp ,Farmy",102,6,0,0,0,technical,low
4748,0.58,0.62," SecCamp ,  Penalizing System,  AiFest23  ",218,3,0,0,0,support,medium
4749,0.71,0.72,"Raid Dorms Cook,Penalizing System,WebCamp,Smurfs",137,3,0,0,0,sales,medium
4750,0.71,0.56,"  Drug Design  ,AiFest23,Salah lFrog",177,4,0,0,0,support,high
4751,0.1,0.79,"Penalizing System,Salah lFrog, SecCamp ,  Penalizing System,Smurfs  ,Farmy",275,4,0,1,0,management,low
4752,,0.54,"AiFest23,SecCamp ",131,3,0,1,0,sales,medium
4753,,0.85,"  AiFest23  ,Raid Dorms Cook,Drug Design,AiFest23",247,6,0,1,0,technical,low
4754,0.54,0.62,"Salah lFrog,Farmy",141,2,0,0,0,technical,medium
4755,,0.77,"Smurfs,  Drug Design  ,Drug Design, SecCamp ,Smurfs  ,Farmy",255,4,0,1,0,management,low
4756,0.11,0.91,"Drug Design,Farmy,Penalizing System,Smurfs,AiFest23,  Drug Design  ",278,4,0,1,0,marketing,low
4757,0.66,0.85,"  Drug Design  ,WebCamp,Salah lFrog,Raid Dorms Cook, SecCamp ",271,4,0,0,0,product_mng,low
4758,0.45,0.46,"  Drug Design  ,Drug Design",155,3,0,1,0,sales,low
4759,0.41,0.48,"Farmy,  Drug Design  ",139,3,0,1,0,technical,low
4760,0.14,0.58,"Salah lFrog,Smurfs,Farmy,SecCamp ,  AiFest23  ,  Drug Design  ",205,3,0,0,0,hr,low
4761,0.85,1.0,"Smurfs  ,Raid Dorms Cook,  AiFest23  ,Penalizing System,WebCamp,  Drug Design  ",260,3,1,1,0,management,low
4762,0.71,0.66,"Drug Design,Salah lFrog,  Penalizing System",238,2,0,0,0,technical,low
4763,0.92,0.97,"Salah lFrog,AiFest23,Smurfs,Smurfs  ",238,5,1,0,0,support,medium
4764,0.58,0.91,"Penalizing System,  AiFest23  ,Raid Dorms Cook,Smurfs  ,  Drug Design  ",185,2,0,0,0,support,low
4765,0.41,0.84,"Farmy,SecCamp ,  AiFest23  ,WebCamp,  Drug Design  ,AiFest23",191,6,0,0,0,hr,medium
4766,0.86,0.69,"Smurfs, SecCamp ,Drug Design,AiFest23,Smurfs  ",157,3,0,0,0,IT,low
4767,0.39,0.51,"  AiFest23  ,Penalizing System",151,3,0,1,0,hr,medium
4768,0.21,0.9,"  AiFest23  ,  Drug Design  ",239,2,0,0,0,technical,low
4769,0.46,0.49,"Salah lFrog,Raid Dorms Cook",138,3,0,1,0,support,low
4770,0.44,0.57,"Smurfs, SecCamp ",139,3,0,1,0,technical,low
4771,0.83,0.93,"Penalizing System,  Penalizing System, SecCamp ,Smurfs  ,Salah lFrog",257,5,0,1,0,technical,low
4772,0.36,0.41,"Smurfs  ,Salah lFrog, SecCamp ",167,10,0,0,0,support,low
4773,0.6,0.65,"Farmy,WebCamp",225,10,0,0,0,management,high
4774,0.67,0.44,"  Drug Design  ,Smurfs  ,WebCamp,Drug Design",194,2,1,0,0,sales,low
4775,0.84,0.89,"Raid Dorms Cook,WebCamp,Smurfs  ,Salah lFrog",187,2,1,0,0,IT,low
4776,0.4,0.47,"Penalizing System,Smurfs,SecCamp ,  AiFest23  ,Salah lFrog",173,5,0,0,0,technical,medium
4777,0.71,0.87,"WebCamp,Smurfs  , SecCamp ",271,2,0,0,0,accounting,medium
4778,0.14,0.66,"  Drug Design  ,Raid Dorms Cook,Drug Design,Salah lFrog,SecCamp ",281,4,1,0,0,accounting,medium
4779,0.98,0.77,"  Penalizing System,Smurfs  ,Penalizing System,SecCamp ",144,4,0,0,0,technical,medium
4780,0.82,0.91,"Drug Design,Penalizing System, SecCamp ,Farmy,AiFest23",232,5,0,1,0,technical,low
4781,0.9,0.79,"Salah lFrog,AiFest23,Smurfs,WebCamp",150,2,0,0,0,IT,low
4782,0.15,0.89,"Salah lFrog,Drug Design, SecCamp ",219,6,0,0,0,marketing,low
4783,0.44,0.56,"Penalizing System,  Drug Design  ",127,3,0,1,0,IT,low
4784,0.8,0.87,"WebCamp,Penalizing System,Smurfs  ,Smurfs",209,3,0,0,0,product_mng,low
4785,,0.46,"  Penalizing System, SecCamp ",149,3,0,1,0,technical,medium
4786,0.94,0.62," SecCamp ,WebCamp,Salah lFrog,Smurfs  ,AiFest23",201,2,0,0,0,sales,low
4787,0.71,1.0," SecCamp ,Farmy,Smurfs,SecCamp ",300,5,0,1,0,support,medium
4788,0.57,0.82,"AiFest23,  AiFest23  ,WebCamp,Smurfs  ,Penalizing System",233,7,0,0,1,sales,medium
4789,0.89,0.56,"Farmy,Salah lFrog,  Drug Design  ,  AiFest23  ",225,4,0,0,0,technical,medium
4790,0.77,0.65,"Smurfs  ,AiFest23,Farmy,Smurfs",268,3,0,0,0,sales,low
4791,0.76,0.63," SecCamp ,WebCamp,AiFest23",198,3,0,0,0,RandD,low
4792,0.8,0.67,"Smurfs  ,Raid Dorms Cook, SecCamp ",178,3,0,0,0,IT,low
4793,0.64,0.5,"WebCamp,Penalizing System,Salah lFrog,Drug Design,Raid Dorms Cook,SecCamp ",254,6,0,0,0,RandD,medium
4794,0.59,0.48,"Raid Dorms Cook,Smurfs,Penalizing System",197,3,0,0,0,product_mng,medium
4795,0.97,0.8,"Raid Dorms Cook,  Penalizing System,Smurfs",169,3,0,0,0,marketing,low
4796,0.51,0.88,"AiFest23,Penalizing System,Raid Dorms Cook,  AiFest23  ,Smurfs",225,2,1,0,0,IT,low
4797,0.36,0.54,"AiFest23,WebCamp",127,3,0,1,0,marketing,low
4798,0.89,0.51,"  Penalizing System,AiFest23,Raid Dorms Cook, SecCamp ",185,3,1,0,0,sales,high
4799,,0.88,"AiFest23,Penalizing System,  Drug Design  ,WebCamp, SecCamp ",250,4,0,1,0,RandD,medium
4800,0.9,0.57,"Smurfs  ,AiFest23,  Drug Design  ,Farmy",185,3,1,0,0,technical,medium
4801,0.44,0.45,"SecCamp ,Drug Design",132,3,0,1,0,sales,low
4802,0.52,0.96,"Farmy, SecCamp ,  Penalizing System,  Drug Design  ,WebCamp",251,2,1,0,0,sales,low
4803,0.81,0.49,"Penalizing System,Raid Dorms Cook",205,5,1,0,0,sales,low
4804,0.73,0.72,"  AiFest23  ,  Drug Design  ,Penalizing System, SecCamp ,Farmy",178,2,0,0,0,management,low
4805,0.41,0.68,"SecCamp ,WebCamp,AiFest23",165,3,1,0,0,product_mng,medium
4806,,0.93,"Salah lFrog,Raid Dorms Cook,Smurfs,  AiFest23  ",185,5,0,0,0,hr,low
4807,0.51,0.86,"  Penalizing System,WebCamp,Smurfs  ,Salah lFrog",260,3,1,0,0,marketing,low
4808,0.89,0.96,"  Drug Design  ,Smurfs,WebCamp",179,8,0,0,0,management,high
4809,0.71,0.76,"Smurfs,Salah lFrog,Raid Dorms Cook,  Penalizing System",148,8,0,0,0,accounting,medium
4810,0.11,0.86,"WebCamp,Farmy,Smurfs  ,Raid Dorms Cook,  AiFest23  ,Smurfs",245,4,0,1,0,support,low
4811,0.74,0.64,"WebCamp,SecCamp , SecCamp ",229,3,0,0,0,support,medium
4812,0.72,0.69,"AiFest23,  Penalizing System,Raid Dorms Cook,Farmy",147,3,0,0,0,sales,medium
4813,0.9,0.47,"Smurfs,Penalizing System",107,6,1,0,0,technical,low
4814,0.56,0.98,"WebCamp,  Drug Design  ,  Penalizing System,Penalizing System, SecCamp ",171,3,1,0,0,sales,low
4815,0.18,0.73,"Smurfs,  Penalizing System,SecCamp ,  Drug Design  ,Salah lFrog,Farmy",225,4,0,0,0,product_mng,low
4816,0..92,0.56,"Salah lFrog,Smurfs  ,WebCamp,Drug Design,Penalizing System",197,2,1,0,0,product_mng,medium
4817,,0.67,"Farmy,Smurfs,Penalizing System",228,2,0,0,0,RandD,medium
4818,,1.0,"  Drug Design  ,SecCamp , SecCamp ,  AiFest23  ,Smurfs",257,5,0,1,0,technical,medium
4819,0..65,0.86,"Raid Dorms Cook,WebCamp,  AiFest23  ,Drug Design",256,2,0,0,0,support,medium
4820,0.97,0.48,"SecCamp ,  Penalizing System,Farmy,Salah lFrog",221,3,0,0,0,RandD,medium
4821,0.73,0.66,"WebCamp,Smurfs  ,Drug Design",135,2,0,0,0,sales,medium
4822,0.94,0.51,"Raid Dorms Cook,AiFest23,Salah lFrog,WebCamp, SecCamp ",238,2,0,0,0,sales,low
4823,0.38,0.47,"Smurfs,AiFest23",144,3,0,1,0,support,low
4824,0.54,0.5,"Salah lFrog,SecCamp ,WebCamp,Drug Design",146,2,0,0,0,support,medium
4825,0.11,0.85,"Farmy,WebCamp,Salah lFrog, SecCamp ,SecCamp ,  AiFest23  ",267,4,0,1,0,sales,medium
4826,0.96,0.78,"WebCamp,Farmy",284,3,0,0,0,RandD,medium
4827,0.73,0.72,"AiFest23,WebCamp,  Drug Design  ,Drug Design",197,3,0,0,0,support,low
4828,0.6,0.98,"WebCamp,SecCamp ,Penalizing System, SecCamp ",146,10,0,0,0,technical,low
4829,0.64,0.38,"Farmy,Drug Design,  Drug Design  ,  Penalizing System,Smurfs,  AiFest23  ",215,3,0,0,0,IT,medium
4830,0.87,0.95," SecCamp ,Raid Dorms Cook,Drug Design",242,5,0,0,0,sales,low
4831,0.96,0.61,"  AiFest23  ,Farmy,Raid Dorms Cook",271,2,0,0,0,hr,medium
4832,0.73,0.83,"Drug Design,  AiFest23  ,  Drug Design  ,Farmy,Penalizing System",270,5,1,1,0,support,medium
4833,0..21,0.61,"Drug Design,  AiFest23  , SecCamp ,SecCamp ,WebCamp,Smurfs  ",159,5,1,0,0,accounting,medium
4834,0.53,0.52,"Farmy, SecCamp ",135,4,0,0,0,technical,medium
4835,0.09,0.84,"Drug Design,Smurfs,Salah lFrog,  Drug Design  ,WebCamp,SecCamp ",269,4,0,1,0,sales,low
4836,0.38,0.55,"  Penalizing System,Drug Design",151,3,0,1,0,sales,low
4837,0.55,0.58,"Drug Design,Raid Dorms Cook,Penalizing System,Smurfs  ,  Penalizing System",262,3,0,0,0,support,medium
4838,0.67,0.54,"SecCamp ,  AiFest23  ",136,2,0,0,0,RandD,medium
4839,0.34,0.69,"Farmy,Drug Design,  Drug Design  ",155,3,0,0,0,marketing,medium
